id,lat,lon,has_real_aq
645,41.898665447949995,-87.7460827598,True
646,41.9059865043,-87.74622001259999,True
647,41.9132807869,-87.7462832258,True
651,41.94247069995,-87.74714940065,True
652,41.9497712525,-87.74736137114999,True
653,41.9578394631,-87.74762212344999,True
687,41.754760968300005,-87.61485357445,True
702,41.725525033249994,-87.6144470326,True
703,41.73284696,-87.6146151272,True
704,41.74015646285,-87.61480002835,True
705,41.74746634825,-87.6150515726,True
712,41.79839487475,-87.6162497345,True
713,41.80574953915,-87.6165513527,True
714,41.8130119745,-87.6168636357,True
715,41.820231881,-87.61706909419999,True
716,41.827465021,-87.6172545708,True
1196,41.695997500000004,-87.642302,True
247,41.7923085259,-87.77693710195,True
456,41.721849403099995,-87.6092992956,True
458,41.722103716999996,-87.58992178575,True
468,41.72187890945,-87.62458357509999,True
469,41.7219661672,-87.61731118910001,True
470,41.7221238153,-87.609296215,True
472,41.722378128049996,-87.5899186227,True
498,41.8011033721,-87.72832865115001,True
499,41.80497270355,-87.71876099549999,True
500,41.81087517945,-87.70914890194999,True
501,41.8169262502,-87.699373068,True
502,41.82287113385,-87.6896907808,True
503,41.82878410045,-87.6801344434,True
504,41.8346256856,-87.67057706525,True
505,41.842304268700005,-87.65615188359999,True
513,41.801377775,-87.728326065,True
514,41.805247115,-87.718758385,True
515,41.811149595,-87.709146245,True
516,41.817200655,-87.699370365,True
517,41.823145545,-87.68968804,True
518,41.829058515,-87.68013164999999,True
520,41.84257868,-87.65614898999999,True
521,41.850161560000004,-87.64066638,True
612,41.8627150725,-87.6179120957,True
890,41.929756428000005,-87.63180797895001,True
893,41.95165477345,-87.64424579825001,True
898,41.841993115,-87.62324706,True
899,41.84924852,-87.623523095,True
900,41.856529925000004,-87.62369349,True
903,41.86382854,-87.62385345000001,True
904,41.871614539999996,-87.62402584,True
907,41.880125535000005,-87.62419338000001,True
908,41.888522535,-87.62413038,True
911,41.896699825,-87.623966635,True
912,41.841993115,-87.62377206,True
913,41.84924852,-87.624008095,True
914,41.856529925000004,-87.62417349,True
917,41.86382854,-87.62433345,True
918,41.871614539999996,-87.62451684,True
921,41.880125535000005,-87.6246275,True
922,41.888522535,-87.6245045,True
925,41.896699825,-87.6243835,True
926,41.89262670405,-87.64966576980001,True
927,41.89978710685,-87.6607385071,True
1202,41.739716,-87.6435085,True
1203,41.747001,-87.64374699999999,True
1204,41.753366,-87.643923,True
1205,41.760645,-87.64410699999999,True
1206,41.7688365,-87.64431400000001,True
1207,41.7761115,-87.644502,True
1269,41.8820615,-87.6306285,True
1270,41.881945,-87.642126,True
1271,41.881795499999996,-87.6522515,True
1273,41.881634500000004,-87.66197199999999,True
615,41.877088154999996,-87.61758388999999,True
616,41.88265439715,-87.61595011425001,True
770,41.94957102405,-87.806963338,True
780,41.9903421345,-87.69454698965001,True
804,41.7770011264,-87.58614450355,True
805,41.78426600575,-87.5863650016,True
806,41.78972408925,-87.58650488,True
808,41.7259811519,-87.58537639869999,True
809,41.733264698149995,-87.58552035515001,True
810,41.740567219599995,-87.58568950285,True
811,41.74786973185,-87.5858586768,True
812,41.75515322235,-87.58602807919999,True
815,41.777003509950006,-87.58651107705,True
816,41.78426838895,-87.58673161655,True
817,41.78972647235,-87.5868715389,True
821,41.696457438150006,-87.55933542685,True
822,41.704570987500006,-87.55943709555,True
854,41.9693869695,-87.76452128950001,True
1033,41.8793613782,-87.6370501002,True
1034,41.8838210535,-87.6371144949,True
1036,41.8870294469,-87.63396230825,True
1037,41.88700864935,-87.63022819185,True
1038,41.887627072949996,-87.62627484185,True
1126,41.8439944105,-87.74381577665,True
1127,41.8586020821,-87.7443423924,True
493,41.793147813,-87.77693614385001,True
494,41.794821004499994,-87.7672428671,True
495,41.79633139205,-87.75753019595,True
